Fiscal Year,Fiscal Quarter,Service Line,Service,Sub Service,Train Number,Arrival Station Code,Arrival Station Name,Total Detraining Customers,Late Detraining Customers,Avg Min Late (Lt CS),Avg Min Late (Lt C)
2024,3,Long Distance,Auto Train,Auto Train,52,LOR,"Lorton (Auto Train), Virginia",42445,23316,95.0,
2024,3,Long Distance,Auto Train,Auto Train,53,SFA,"Sanford (Auto Train), Florida",28034,18439,91.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,BRL,"Burlington, Iowa",557,223,54.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,COX,"Colfax, California",508,326,99.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,CRN,"Creston, Iowa",205,144,67.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,DAV,"Davis, California",407,169,80.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,DEN,"Denver (Union Station), Colorado",5865,1171,113.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,ELK,"Elko, Nevada",323,239,88.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,EMY,"Emeryville, California",6699,2762,117.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,FMG,"Fort Morgan, Colorado",190,67,90.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,GBB,"Galesburg, Illinois",641,169,58.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,GJT,"Grand Junction, Colorado",2526,1400,80.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,GRA,"Granby, Colorado",306,123,88.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,GRI,"Green River, Utah",223,161,71.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,GSC,"Glenwood Springs, Colorado",3477,1785,77.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,HAS,"Hastings, Nebraska",214,73,76.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,HER,"Helper, Utah",217,145,102.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,HLD,"Holdrege, Nebraska",75,31,62.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,LNK,"Lincoln, Nebraska",692,180,92.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,MCK,"McCook, Nebraska",257,68,58.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,MTP,"Mount Pleasant, Iowa",675,317,54.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,MTZ,"Martinez, California",1826,804,107.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,OMA,"Omaha, Nebraska",1402,572,70.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,OSC,"Osceola, Iowa",1101,612,79.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,OTM,"Ottumwa, Iowa",837,366,86.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,PCT,"Princeton, Illinois",389,106,55.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,PRO,"Provo, Utah",903,659,77.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,RIC,"Richmond, California",460,175,104.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,RNO,"Reno, Nevada",2567,1652,83.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,RSV,"Roseville, California",728,427,105.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,SAC,"Sacramento, California",3917,1531,108.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,SLC,"Salt Lake City (Amtrak Station), Utah",2995,1917,88.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,TRU,"Truckee, California",570,275,70.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,WIP,"Winter Park/Fraser, Colorado",478,220,62.0,
2024,3,Long Distance,California Zephyr,California Zephyr,5,WNN,"Winnemucca, Nevada",127,75,77.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,BRL,"Burlington, Iowa",298,222,88.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,CHI,"Chicago (Union Station), Illinois",13511,6264,137.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,COX,"Colfax, California",227,116,57.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,CRN,"Creston, Iowa",143,99,72.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,DAV,"Davis, California",404,111,35.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,DEN,"Denver (Union Station), Colorado",6141,3820,88.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,ELK,"Elko, Nevada",500,270,73.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,FMG,"Fort Morgan, Colorado",200,162,102.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,GBB,"Galesburg, Illinois",1212,730,121.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,GJT,"Grand Junction, Colorado",1107,835,70.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,GRA,"Granby, Colorado",113,94,76.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,GRI,"Green River, Utah",157,119,66.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,GSC,"Glenwood Springs, Colorado",1254,1020,73.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,HAS,"Hastings, Nebraska",336,293,113.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,HER,"Helper, Utah",131,86,46.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,HLD,"Holdrege, Nebraska",141,133,118.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,LNK,"Lincoln, Nebraska",847,726,107.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,MCK,"McCook, Nebraska",279,244,89.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,MTP,"Mount Pleasant, Iowa",480,321,89.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,MTZ,"Martinez, California",146,21,38.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,NPV,"Naperville, Illinois",817,528,91.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,OMA,"Omaha, Nebraska",1400,922,99.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,OSC,"Osceola, Iowa",562,335,94.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,OTM,"Ottumwa, Iowa",388,228,144.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,PCT,"Princeton, Illinois",271,185,105.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,PRO,"Provo, Utah",216,102,58.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,RIC,"Richmond, California",39,9,28.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,RNO,"Reno, Nevada",4503,1976,57.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,RSV,"Roseville, California",432,133,38.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,SAC,"Sacramento, California",1655,386,34.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,SLC,"Salt Lake City (Amtrak Station), Utah",2032,738,70.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,TRU,"Truckee, California",1311,913,56.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,WIP,"Winter Park/Fraser, Colorado",124,107,93.0,
2024,3,Long Distance,California Zephyr,California Zephyr,6,WNN,"Winnemucca, Nevada",488,243,55.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,ALC,"Alliance, Ohio",261,123,70.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,CHI,"Chicago (Union Station), Illinois",12822,2565,75.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,CLE,"Cleveland, Ohio",1003,404,52.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,COV,"Connellsville, Pennsylvania",341,177,48.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,CUM,"Cumberland (Amtrak Station), Maryland",850,446,42.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,EKH,"Elkhart, Indiana",475,160,57.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,ELY,"Elyria, Ohio",74,23,48.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,HFY,"Harpers Ferry, West Virginia",914,302,93.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,MRB,"Martinsburg, West Virginia",783,239,32.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,PGH,"Pittsburgh (Union Station), Pennsylvania",1954,475,61.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,RKV,"Rockville, Maryland",213,31,37.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,SKY,"Sandusky, Ohio",138,61,53.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,SOB,"South Bend (Amtrak Station), Indiana",313,117,53.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,TOL,"Toledo, Ohio",1049,345,56.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,29,WTI,"Waterloo, Indiana",276,60,71.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,ALC,"Alliance, Ohio",250,85,68.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,CLE,"Cleveland, Ohio",1252,572,54.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,COV,"Connellsville, Pennsylvania",125,47,85.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,CUM,"Cumberland (Amtrak Station), Maryland",424,151,66.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,EKH,"Elkhart, Indiana",920,363,44.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,ELY,"Elyria, Ohio",212,122,61.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,HFY,"Harpers Ferry, West Virginia",334,169,81.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,MRB,"Martinsburg, West Virginia",359,202,66.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,PGH,"Pittsburgh (Union Station), Pennsylvania",4279,1503,59.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,RKV,"Rockville, Maryland",458,250,72.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,SKY,"Sandusky, Ohio",342,160,77.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,SOB,"South Bend (Amtrak Station), Indiana",922,244,59.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,TOL,"Toledo, Ohio",1522,664,52.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,WAS,"Washington, District of Columbia",10688,3336,76.0,
2024,3,Long Distance,Capitol Ltd,Capitol Ltd,30,WTI,"Waterloo, Indiana",1251,430,57.0,
2024,3,Long Distance,Cardinal,Cardinal,50,AKY,"Ashland, Kentucky",82,36,69.0,
2024,3,Long Distance,Cardinal,Cardinal,50,ALD,"Alderson, West Virginia",23,4,58.0,
2024,3,Long Distance,Cardinal,Cardinal,50,ALX,"Alexandria, Virginia",432,271,87.0,
2024,3,Long Distance,Cardinal,Cardinal,50,BAL,"Baltimore (Penn Station), Maryland",314,314,93.0,
2024,3,Long Distance,Cardinal,Cardinal,50,CHW,"Charleston, West Virginia",180,79,64.0,
2024,3,Long Distance,Cardinal,Cardinal,50,CIN,"Cincinnati (Union Terminal), Ohio",556,248,75.0,
2024,3,Long Distance,Cardinal,Cardinal,50,CLF,"Clifton Forge, Virginia",108,45,105.0,
2024,3,Long Distance,Cardinal,Cardinal,50,CLP,"Culpeper, Virginia",57,40,67.0,
2024,3,Long Distance,Cardinal,Cardinal,50,COI,"Connersville, Indiana",40,23,71.0,
2024,3,Long Distance,Cardinal,Cardinal,50,CRF,"Crawfordsville, Indiana",120,34,71.0,
2024,3,Long Distance,Cardinal,Cardinal,50,CVS,"Charlottesville, Virginia",1096,853,64.0,
2024,3,Long Distance,Cardinal,Cardinal,50,DYE,"Dyer, Indiana",55,18,58.0,
2024,3,Long Distance,Cardinal,Cardinal,50,HIN,"Hinton, West Virginia",128,26,78.0,
2024,3,Long Distance,Cardinal,Cardinal,50,HUN,"Huntington, West Virginia",146,54,55.0,
2024,3,Long Distance,Cardinal,Cardinal,50,IND,"Indianapolis, Indiana",989,367,90.0,
2024,3,Long Distance,Cardinal,Cardinal,50,LAF,"Lafayette (Amtrak Station), Indiana",486,174,65.0,
2024,3,Long Distance,Cardinal,Cardinal,50,MAY,"Maysville,  Kentucky",217,105,70.0,
2024,3,Long Distance,Cardinal,Cardinal,50,MNG,"Montgomery, West Virginia",13,4,47.0,
2024,3,Long Distance,Cardinal,Cardinal,50,MSS,"Manassas, Virginia",267,182,79.0,
2024,3,Long Distance,Cardinal,Cardinal,50,NWK,"Newark (Penn Station), New Jersey",220,206,92.0,
2024,3,Long Distance,Cardinal,Cardinal,50,NYP,"NY Moynihan Train Hall at Penn Station, New York",972,870,103.0,
2024,3,Long Distance,Cardinal,Cardinal,50,PHL,"Philadelphia (Gray 30th St Sta), Pennsylvania",616,605,96.0,
2024,3,Long Distance,Cardinal,Cardinal,50,PRC,"Prince, West Virginia",79,22,64.0,
2024,3,Long Distance,Cardinal,Cardinal,50,REN,"Rensselaer, Indiana",43,19,94.0,
2024,3,Long Distance,Cardinal,Cardinal,50,SPM,"South Shore-South Portsmouth, Kentucky",111,75,60.0,
2024,3,Long Distance,Cardinal,Cardinal,50,STA,"Staunton, Virginia",211,67,117.0,
2024,3,Long Distance,Cardinal,Cardinal,50,THN,"Thurmond, West Virginia",40,26,59.0,
2024,3,Long Distance,Cardinal,Cardinal,50,TRE,"Trenton, New Jersey",70,70,84.0,
2024,3,Long Distance,Cardinal,Cardinal,50,WAS,"Washington, District of Columbia",1677,1600,84.0,
2024,3,Long Distance,Cardinal,Cardinal,50,WIL,"Wilmington, Delaware",207,204,87.0,
2024,3,Long Distance,Cardinal,Cardinal,50,WSS,"White Sulphur Springs, West Virginia",402,113,76.0,
2024,3,Long Distance,Cardinal,Cardinal,51,AKY,"Ashland, Kentucky",169,70,96.0,
2024,3,Long Distance,Cardinal,Cardinal,51,ALD,"Alderson, West Virginia",32,27,79.0,
2024,3,Long Distance,Cardinal,Cardinal,51,ALX,"Alexandria, Virginia",74,1,65.0,
2024,3,Long Distance,Cardinal,Cardinal,51,BAL,"Baltimore (Penn Station), Maryland",366,17,31.0,
2024,3,Long Distance,Cardinal,Cardinal,51,CHI,"Chicago (Union Station), Illinois",4669,1126,123.0,
2024,3,Long Distance,Cardinal,Cardinal,51,CHW,"Charleston, West Virginia",646,455,94.0,
2024,3,Long Distance,Cardinal,Cardinal,51,CIN,"Cincinnati (Union Terminal), Ohio",597,249,89.0,
2024,3,Long Distance,Cardinal,Cardinal,51,CLF,"Clifton Forge, Virginia",124,78,54.0,
2024,3,Long Distance,Cardinal,Cardinal,51,CLP,"Culpeper, Virginia",118,58,38.0,
2024,3,Long Distance,Cardinal,Cardinal,51,COI,"Connersville, Indiana",35,19,83.0,
2024,3,Long Distance,Cardinal,Cardinal,51,CRF,"Crawfordsville, Indiana",87,24,74.0,
2024,3,Long Distance,Cardinal,Cardinal,51,CVS,"Charlottesville, Virginia",1162,289,38.0,
2024,3,Long Distance,Cardinal,Cardinal,51,DYE,"Dyer, Indiana",90,42,70.0,
2024,3,Long Distance,Cardinal,Cardinal,51,HIN,"Hinton, West Virginia",156,122,75.0,
2024,3,Long Distance,Cardinal,Cardinal,51,HUN,"Huntington, West Virginia",309,172,76.0,
2024,3,Long Distance,Cardinal,Cardinal,51,IND,"Indianapolis, Indiana",564,139,97.0,
2024,3,Long Distance,Cardinal,Cardinal,51,LAF,"Lafayette (Amtrak Station), Indiana",80,32,91.0,
2024,3,Long Distance,Cardinal,Cardinal,51,MAY,"Maysville,  Kentucky",98,65,78.0,
2024,3,Long Distance,Cardinal,Cardinal,51,MNG,"Montgomery, West Virginia",108,96,40.0,
2024,3,Long Distance,Cardinal,Cardinal,51,MSS,"Manassas, Virginia",154,27,32.0,
2024,3,Long Distance,Cardinal,Cardinal,51,NWK,"Newark (Penn Station), New Jersey",1,1,18.0,
2024,3,Long Distance,Cardinal,Cardinal,51,PHL,"Philadelphia (Gray 30th St Sta), Pennsylvania",734,0,,
2024,3,Long Distance,Cardinal,Cardinal,51,PRC,"Prince, West Virginia",204,156,116.0,
2024,3,Long Distance,Cardinal,Cardinal,51,REN,"Rensselaer, Indiana",18,6,34.0,
2024,3,Long Distance,Cardinal,Cardinal,51,SPM,"South Shore-South Portsmouth, Kentucky",92,33,92.0,
2024,3,Long Distance,Cardinal,Cardinal,51,STA,"Staunton, Virginia",421,159,47.0,
2024,3,Long Distance,Cardinal,Cardinal,51,THN,"Thurmond, West Virginia",29,20,73.0,
2024,3,Long Distance,Cardinal,Cardinal,51,TRE,"Trenton, New Jersey",87,0,,
2024,3,Long Distance,Cardinal,Cardinal,51,WAS,"Washington, District of Columbia",1821,33,49.0,
2024,3,Long Distance,Cardinal,Cardinal,51,WIL,"Wilmington, Delaware",517,12,46.0,
2024,3,Long Distance,Cardinal,Cardinal,51,WSS,"White Sulphur Springs, West Virginia",359,230,58.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,BRH,"Brookhaven, Mississippi",166,108,37.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,CDL,"Carbondale (Amtrak), Illinois",857,170,126.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,CEN,"Centralia, Illinois",84,32,52.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,CHI,"Chicago (Union Station), Illinois",16591,2365,145.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,CHM,"Champaign-Urbana, Illinois",1159,532,88.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,EFG,"Effingham, Illinois",110,58,76.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,FTN,"Fulton, Kentucky",295,91,118.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,GWD,"Greenwood, Mississippi",576,130,96.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,HAZ,"Hazlehurst, Mississippi",126,83,39.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,HMD,"Hammond, Louisiana",251,123,28.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,HMW,"Homewood, Illinois",1935,1058,77.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,JAN,"Jackson, Mississippi",2522,203,45.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,KKI,"Kankakee, Illinois",331,158,84.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,MAT,"Mattoon, Illinois",144,66,76.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,MCB,"McComb, Mississippi",227,127,36.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,MEM,"Memphis, Tennessee",5253,870,102.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,MKS,"Marks, Mississippi",379,120,56.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,NBN,"Newbern-Dyersburg, Tennessee",179,45,70.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,58,YAZ,"Yazoo City, Mississippi",179,15,111.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,BRH,"Brookhaven, Mississippi",313,122,67.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,CDL,"Carbondale (Amtrak), Illinois",1714,721,70.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,CEN,"Centralia, Illinois",333,115,69.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,CHM,"Champaign-Urbana, Illinois",5142,1111,68.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,EFG,"Effingham, Illinois",489,171,61.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,FTN,"Fulton, Kentucky",482,352,68.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,GWD,"Greenwood, Mississippi",1409,674,64.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,HAZ,"Hazlehurst, Mississippi",75,21,121.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,HMD,"Hammond, Louisiana",1215,519,71.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,HMW,"Homewood, Illinois",71,12,75.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,JAN,"Jackson, Mississippi",2611,798,74.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,KKI,"Kankakee, Illinois",325,55,82.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,MAT,"Mattoon, Illinois",869,272,65.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,MCB,"McComb, Mississippi",387,147,74.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,MEM,"Memphis, Tennessee",3804,837,86.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,MKS,"Marks, Mississippi",329,136,60.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,NBN,"Newbern-Dyersburg, Tennessee",391,244,59.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,NOL,"New Orleans, Louisiana",12041,1622,126.0,
2024,3,Long Distance,City Of New Orleans,City Of New Orleans,59,YAZ,"Yazoo City, Mississippi",355,200,55.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,ALY,"Albany, Oregon",1036,351,54.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,BUR,"Burbank (Airport), California",550,106,100.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,CIC,"Chico, California",338,158,97.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,CMO,"Chemult, Oregon",129,51,73.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,CTL,"Centralia, Washington",276,50,45.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,DAV,"Davis, California",257,81,90.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,DUN,"Dunsmuir, California",123,69,81.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,EMY,"Emeryville, California",2884,983,105.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,EUG,"Eugene (Amtrak), Oregon",2727,890,60.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,KEL,"Kelso-Longview, Washington",320,103,40.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,KFS,"Klamath Falls, Oregon",1528,492,86.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,LAX,"Los Angeles, California",10818,2584,134.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,MTZ,"Martinez, California",967,241,114.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,OKJ,"Oakland (Jack London Square), California",1009,352,125.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,OLW,"Olympia-Lacey, Washington",381,82,35.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,OXN,"Oxnard, California",847,224,146.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,PDX,"Portland (Union Station), Oregon",5258,969,43.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,PRB,"Paso Robles, California",816,499,85.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,RDD,"Redding (Amtrak Station), California",411,252,83.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,SAC,"Sacramento, California",5355,1364,124.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,SBA,"Santa Barbara, California",2208,692,119.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,SIM,"Simi Valley, California",375,81,94.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,SJC,"San Jose, California",1488,466,142.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,SLM,"Salem, Oregon",1312,403,54.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,SLO,"San Luis Obispo, California",2608,922,123.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,SNS,"Salinas (Amtrak Station), California",1443,442,122.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,TAC,"Tacoma, Washington",185,32,51.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,VAN,"Vancouver, Washington, United States",1153,489,36.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,11,VNC,"Van Nuys, California",539,141,88.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,ALY,"Albany, Oregon",659,410,107.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,CIC,"Chico, California",725,368,92.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,CMO,"Chemult, Oregon",186,135,108.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,CTL,"Centralia, Washington",363,299,76.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,DAV,"Davis, California",578,300,79.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,DUN,"Dunsmuir, California",379,229,94.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,EMY,"Emeryville, California",2486,1278,84.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,EUG,"Eugene (Amtrak), Oregon",1899,1103,105.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,KEL,"Kelso-Longview, Washington",304,257,62.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,KFS,"Klamath Falls, Oregon",1495,980,95.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,MTZ,"Martinez, California",427,243,77.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,OKJ,"Oakland (Jack London Square), California",1908,821,83.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,OLW,"Olympia-Lacey, Washington",1074,781,74.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,OXN,"Oxnard, California",190,31,81.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,PDX,"Portland (Union Station), Oregon",6981,3074,102.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,PRB,"Paso Robles, California",470,152,53.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,RDD,"Redding (Amtrak Station), California",617,362,86.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,SAC,"Sacramento, California",1689,621,87.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,SBA,"Santa Barbara, California",2210,360,77.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,SEA,"Seattle (King Street Station), Washington",11051,5688,82.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,SJC,"San Jose, California",3263,2217,61.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,SLM,"Salem, Oregon",1127,666,112.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,SLO,"San Luis Obispo, California",1602,202,72.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,SNS,"Salinas (Amtrak Station), California",1255,800,54.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,TAC,"Tacoma, Washington",2264,1847,63.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,VAN,"Vancouver, Washington, United States",615,351,83.0,
2024,3,Long Distance,Coast Starlight,Coast Starlight,14,VNC,"Van Nuys, California",1,0,,
2024,3,Long Distance,Crescent,Crescent,19,ALX,"Alexandria, Virginia",273,140,51.0,
2024,3,Long Distance,Crescent,Crescent,19,ATL,"Atlanta, Georgia",7094,2787,83.0,
