Fiscal Year,Fiscal Quarter,Service Line,Service,Sub Service,Train Number,Arrival Station Code,Arrival Station Name,Total Detraining Customers,Late Detraining Customers,Avg Min Late (Lt CS),Avg Min Late (Lt C)
2022,4,State Supported,Empire,New York - Niagara Falls,280,POU,"Poughkeepsie, New York",672,46,55.0,
2022,4,State Supported,Empire,New York - Niagara Falls,280,RHI,"Rhinecliff, New York",97,8,41.0,
2022,4,State Supported,Empire,New York - Niagara Falls,280,ROC,"Rochester (Louise M. Slaughter Station), New York",86,0,,
2022,4,State Supported,Empire,New York - Niagara Falls,280,ROM,"Rome, New York",59,5,105.0,
2022,4,State Supported,Empire,New York - Niagara Falls,280,SDY,"Schenectady, New York",275,20,75.0,
2022,4,State Supported,Empire,New York - Niagara Falls,280,SYR,"Syracuse (Amtrak), New York",211,7,41.0,
2022,4,State Supported,Empire,New York - Niagara Falls,280,UCA,"Utica, New York",225,13,148.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,ALB,"Albany-Rensselaer, New York",7106,1604,23.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,AMS,"Amsterdam, New York",376,48,32.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,BFX,"Buffalo (Exchange Street Station), New York",2056,709,40.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,BUF,"Buffalo-Depew, New York",3382,1101,38.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,CRT,"Croton Harmon, New York",119,12,24.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,HUD,"Hudson, New York",2712,596,21.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,NFL,"Niagara Falls, New York, United States",2296,670,44.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,NYF,"New York State Fair, New York",27,18,29.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,POU,"Poughkeepsie, New York",929,151,23.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,RHI,"Rhinecliff, New York",1894,277,23.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,ROC,"Rochester (Louise M. Slaughter Station), New York",3630,1789,39.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,ROM,"Rome, New York",299,156,31.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,SDY,"Schenectady, New York",836,105,31.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,SYR,"Syracuse (Amtrak), New York",3231,1716,34.0,
2022,4,State Supported,Empire,New York - Niagara Falls,281,UCA,"Utica, New York",1456,555,31.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,ALB,"Albany-Rensselaer, New York",6734,2572,38.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,AMS,"Amsterdam, New York",560,258,39.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,BFX,"Buffalo (Exchange Street Station), New York",2207,997,44.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,BUF,"Buffalo-Depew, New York",3343,1917,45.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,CRT,"Croton Harmon, New York",188,2,25.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,HUD,"Hudson, New York",2466,931,39.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,NFL,"Niagara Falls, New York, United States",1064,300,56.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,NYF,"New York State Fair, New York",13,13,33.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,POU,"Poughkeepsie, New York",881,233,36.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,RHI,"Rhinecliff, New York",2055,750,38.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,ROC,"Rochester (Louise M. Slaughter Station), New York",4090,2374,43.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,ROM,"Rome, New York",436,280,38.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,SDY,"Schenectady, New York",741,265,50.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,SYR,"Syracuse (Amtrak), New York",3553,1854,41.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,UCA,"Utica, New York",1791,1086,38.0,
2022,4,State Supported,Empire,New York - Niagara Falls,283,YNY,"Yonkers, New York",107,3,19.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,ALB,"Albany-Rensselaer, New York",1314,384,38.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,AMS,"Amsterdam, New York",147,34,40.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,BFX,"Buffalo (Exchange Street Station), New York",20,4,81.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,BUF,"Buffalo-Depew, New York",182,7,33.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,CRT,"Croton Harmon, New York",557,137,40.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,HUD,"Hudson, New York",193,44,35.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,NYF,"New York State Fair, New York",1104,235,43.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,NYP,"NY Moynihan Train Hall at Penn Station, New York",23084,3387,63.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,POU,"Poughkeepsie, New York",718,115,45.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,RHI,"Rhinecliff, New York",191,35,41.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,ROC,"Rochester (Louise M. Slaughter Station), New York",281,7,47.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,ROM,"Rome, New York",85,19,46.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,SDY,"Schenectady, New York",435,103,39.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,SYR,"Syracuse (Amtrak), New York",539,46,39.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,UCA,"Utica, New York",346,61,40.0,
2022,4,State Supported,Empire,New York - Niagara Falls,284,YNY,"Yonkers, New York",826,222,45.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,821,ADM,"Ardmore, Oklahoma",318,90,34.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,821,FTW,"Fort Worth, Texas",8293,4072,41.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,821,GLE,"Gainesville, Texas",485,213,32.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,821,NOR,"Norman, Oklahoma",46,11,34.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,821,PUR,"Purcell, Oklahoma",17,5,22.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,821,PVL,"Pauls Valley, Oklahoma",75,2,105.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,822,ADM,"Ardmore, Oklahoma",413,331,39.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,822,GLE,"Gainesville, Texas",230,121,34.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,822,NOR,"Norman, Oklahoma",1536,1272,44.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,822,OKC,"Oklahoma City, Oklahoma",6331,3361,48.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,822,PUR,"Purcell, Oklahoma",158,135,56.0,
2022,4,State Supported,Heartland Flyer,Heartland Flyer,822,PVL,"Pauls Valley, Oklahoma",257,233,48.0,
2022,4,State Supported,Hiawatha,Hiawatha,329,GLN,"Glenview, Illinois",23,0,,
2022,4,State Supported,Hiawatha,Hiawatha,329,MKA,"Milwaukee Airport (Trains), Wisconsin",215,9,51.0,
2022,4,State Supported,Hiawatha,Hiawatha,329,MKE,"Milwaukee (Downtown), Wisconsin",2042,84,51.0,
2022,4,State Supported,Hiawatha,Hiawatha,329,SVT,"Sturtevant, Wisconsin",209,13,40.0,
2022,4,State Supported,Hiawatha,Hiawatha,330,CHI,"Chicago (Union Station), Illinois",8388,0,,
2022,4,State Supported,Hiawatha,Hiawatha,330,GLN,"Glenview, Illinois",157,0,,
2022,4,State Supported,Hiawatha,Hiawatha,330,MKA,"Milwaukee Airport (Trains), Wisconsin",17,0,,
2022,4,State Supported,Hiawatha,Hiawatha,330,SVT,"Sturtevant, Wisconsin",50,0,,
2022,4,State Supported,Hiawatha,Hiawatha,331,GLN,"Glenview, Illinois",76,0,,
2022,4,State Supported,Hiawatha,Hiawatha,331,MKA,"Milwaukee Airport (Trains), Wisconsin",1060,9,22.0,
2022,4,State Supported,Hiawatha,Hiawatha,331,MKE,"Milwaukee (Downtown), Wisconsin",7847,40,17.0,
2022,4,State Supported,Hiawatha,Hiawatha,331,SVT,"Sturtevant, Wisconsin",491,5,22.0,
2022,4,State Supported,Hiawatha,Hiawatha,332,CHI,"Chicago (Union Station), Illinois",15549,330,63.0,
2022,4,State Supported,Hiawatha,Hiawatha,332,GLN,"Glenview, Illinois",586,78,32.0,
2022,4,State Supported,Hiawatha,Hiawatha,332,MKA,"Milwaukee Airport (Trains), Wisconsin",44,0,,
2022,4,State Supported,Hiawatha,Hiawatha,332,SVT,"Sturtevant, Wisconsin",48,2,101.0,
2022,4,State Supported,Hiawatha,Hiawatha,333,GLN,"Glenview, Illinois",185,9,38.0,
2022,4,State Supported,Hiawatha,Hiawatha,333,MKA,"Milwaukee Airport (Trains), Wisconsin",2165,282,26.0,
2022,4,State Supported,Hiawatha,Hiawatha,333,MKE,"Milwaukee (Downtown), Wisconsin",9781,1020,27.0,
2022,4,State Supported,Hiawatha,Hiawatha,333,SVT,"Sturtevant, Wisconsin",563,86,25.0,
2022,4,State Supported,Hiawatha,Hiawatha,334,CHI,"Chicago (Union Station), Illinois",13896,1031,21.0,
2022,4,State Supported,Hiawatha,Hiawatha,334,GLN,"Glenview, Illinois",686,100,22.0,
2022,4,State Supported,Hiawatha,Hiawatha,334,MKA,"Milwaukee Airport (Trains), Wisconsin",20,0,,
2022,4,State Supported,Hiawatha,Hiawatha,334,SVT,"Sturtevant, Wisconsin",74,0,,
2022,4,State Supported,Hiawatha,Hiawatha,335,GLN,"Glenview, Illinois",207,2,38.0,
2022,4,State Supported,Hiawatha,Hiawatha,335,MKA,"Milwaukee Airport (Trains), Wisconsin",2302,232,26.0,
2022,4,State Supported,Hiawatha,Hiawatha,335,MKE,"Milwaukee (Downtown), Wisconsin",9589,488,25.0,
2022,4,State Supported,Hiawatha,Hiawatha,335,SVT,"Sturtevant, Wisconsin",663,63,25.0,
2022,4,State Supported,Hiawatha,Hiawatha,336,CHI,"Chicago (Union Station), Illinois",11095,1512,31.0,
2022,4,State Supported,Hiawatha,Hiawatha,336,GLN,"Glenview, Illinois",658,104,25.0,
2022,4,State Supported,Hiawatha,Hiawatha,336,MKA,"Milwaukee Airport (Trains), Wisconsin",53,4,26.0,
2022,4,State Supported,Hiawatha,Hiawatha,336,SVT,"Sturtevant, Wisconsin",81,2,25.0,
2022,4,State Supported,Hiawatha,Hiawatha,337,GLN,"Glenview, Illinois",224,7,45.0,
2022,4,State Supported,Hiawatha,Hiawatha,337,MKA,"Milwaukee Airport (Trains), Wisconsin",2759,442,53.0,
2022,4,State Supported,Hiawatha,Hiawatha,337,MKE,"Milwaukee (Downtown), Wisconsin",9768,727,83.0,
2022,4,State Supported,Hiawatha,Hiawatha,337,SVT,"Sturtevant, Wisconsin",879,117,53.0,
2022,4,State Supported,Hiawatha,Hiawatha,338,CHI,"Chicago (Union Station), Illinois",11370,1390,26.0,
2022,4,State Supported,Hiawatha,Hiawatha,338,GLN,"Glenview, Illinois",818,59,24.0,
2022,4,State Supported,Hiawatha,Hiawatha,338,MKA,"Milwaukee Airport (Trains), Wisconsin",34,1,22.0,
2022,4,State Supported,Hiawatha,Hiawatha,338,SVT,"Sturtevant, Wisconsin",279,8,27.0,
2022,4,State Supported,Hiawatha,Hiawatha,339,GLN,"Glenview, Illinois",138,8,25.0,
2022,4,State Supported,Hiawatha,Hiawatha,339,MKA,"Milwaukee Airport (Trains), Wisconsin",2839,166,27.0,
2022,4,State Supported,Hiawatha,Hiawatha,339,MKE,"Milwaukee (Downtown), Wisconsin",10054,256,37.0,
2022,4,State Supported,Hiawatha,Hiawatha,339,SVT,"Sturtevant, Wisconsin",832,33,30.0,
2022,4,State Supported,Hiawatha,Hiawatha,340,CHI,"Chicago (Union Station), Illinois",10090,1126,56.0,
2022,4,State Supported,Hiawatha,Hiawatha,340,GLN,"Glenview, Illinois",919,129,47.0,
2022,4,State Supported,Hiawatha,Hiawatha,340,MKA,"Milwaukee Airport (Trains), Wisconsin",78,6,71.0,
2022,4,State Supported,Hiawatha,Hiawatha,340,SVT,"Sturtevant, Wisconsin",199,1,83.0,
2022,4,State Supported,Hiawatha,Hiawatha,341,GLN,"Glenview, Illinois",93,1,35.0,
2022,4,State Supported,Hiawatha,Hiawatha,341,MKA,"Milwaukee Airport (Trains), Wisconsin",2066,205,58.0,
2022,4,State Supported,Hiawatha,Hiawatha,341,MKE,"Milwaukee (Downtown), Wisconsin",8666,659,73.0,
2022,4,State Supported,Hiawatha,Hiawatha,341,SVT,"Sturtevant, Wisconsin",653,48,65.0,
2022,4,State Supported,Hiawatha,Hiawatha,342,CHI,"Chicago (Union Station), Illinois",5275,167,23.0,
2022,4,State Supported,Hiawatha,Hiawatha,342,GLN,"Glenview, Illinois",541,26,25.0,
2022,4,State Supported,Hiawatha,Hiawatha,342,MKA,"Milwaukee Airport (Trains), Wisconsin",50,1,18.0,
2022,4,State Supported,Hiawatha,Hiawatha,342,SVT,"Sturtevant, Wisconsin",66,2,20.0,
2022,4,State Supported,Hiawatha,Hiawatha,343,GLN,"Glenview, Illinois",19,3,24.0,
2022,4,State Supported,Hiawatha,Hiawatha,343,MKA,"Milwaukee Airport (Trains), Wisconsin",99,16,25.0,
2022,4,State Supported,Hiawatha,Hiawatha,343,MKE,"Milwaukee (Downtown), Wisconsin",333,30,30.0,
2022,4,State Supported,Hiawatha,Hiawatha,343,SVT,"Sturtevant, Wisconsin",31,3,29.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,380,CHI,"Chicago (Union Station), Illinois",8603,1558,43.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,380,GBB,"Galesburg, Illinois",173,25,34.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,380,KEE,"Kewanee, Illinois",465,88,31.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,380,LAG,"La Grange, Illinois",413,116,37.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,380,MAC,"Macomb, Illinois",55,2,24.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,380,MDT,"Mendota, Illinois",83,10,31.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,380,NPV,"Naperville, Illinois",644,151,39.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,380,PCT,"Princeton, Illinois",60,11,32.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,380,PLO,"Plano, Illinois",99,34,36.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,381,GBB,"Galesburg, Illinois",1729,140,106.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,381,KEE,"Kewanee, Illinois",337,26,33.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,381,LAG,"La Grange, Illinois",5,0,,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,381,MAC,"Macomb, Illinois",2121,402,27.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,381,MDT,"Mendota, Illinois",321,9,26.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,381,NPV,"Naperville, Illinois",23,0,,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,381,PCT,"Princeton, Illinois",462,20,26.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,381,PLO,"Plano, Illinois",153,3,37.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,381,QCY,"Quincy, Illinois",1565,147,27.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,382,CHI,"Chicago (Union Station), Illinois",4055,1105,35.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,382,GBB,"Galesburg, Illinois",173,48,32.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,382,KEE,"Kewanee, Illinois",56,21,36.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,382,LAG,"La Grange, Illinois",561,269,34.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,382,MAC,"Macomb, Illinois",114,8,37.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,382,MDT,"Mendota, Illinois",129,47,33.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,382,NPV,"Naperville, Illinois",1166,465,33.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,382,PCT,"Princeton, Illinois",104,49,31.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,382,PLO,"Plano, Illinois",234,78,35.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,383,GBB,"Galesburg, Illinois",1960,444,32.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,383,KEE,"Kewanee, Illinois",824,210,33.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,383,LAG,"La Grange, Illinois",53,2,47.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,383,MAC,"Macomb, Illinois",2664,1363,35.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,383,MDT,"Mendota, Illinois",750,161,28.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,383,NPV,"Naperville, Illinois",103,9,28.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,383,PCT,"Princeton, Illinois",1186,260,31.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,383,PLO,"Plano, Illinois",249,56,27.0,
2022,4,State Supported,Illinois,Carl Sandburg / Illinois Zephyr,383,QCY,"Quincy, Illinois",2053,525,42.0,
2022,4,State Supported,Illinois,Illini / Saluki,390,CEN,"Centralia, Illinois",53,2,32.0,
2022,4,State Supported,Illinois,Illini / Saluki,390,CHI,"Chicago (Union Station), Illinois",22019,5300,42.0,
2022,4,State Supported,Illinois,Illini / Saluki,390,CHM,"Champaign-Urbana, Illinois",1044,266,35.0,
2022,4,State Supported,Illinois,Illini / Saluki,390,DQN,"Du Quoin, Illinois",10,0,,
2022,4,State Supported,Illinois,Illini / Saluki,390,EFG,"Effingham, Illinois",109,20,48.0,
2022,4,State Supported,Illinois,Illini / Saluki,390,GLM,"Gilman, Illinois",61,47,29.0,
2022,4,State Supported,Illinois,Illini / Saluki,390,HMW,"Homewood, Illinois",1912,1717,36.0,
2022,4,State Supported,Illinois,Illini / Saluki,390,KKI,"Kankakee, Illinois",440,362,34.0,
2022,4,State Supported,Illinois,Illini / Saluki,390,MAT,"Mattoon, Illinois",195,35,41.0,
2022,4,State Supported,Illinois,Illini / Saluki,390,RTL,"Rantoul, Illinois",68,37,35.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,CDL,"Carbondale (Amtrak), Illinois",5579,1461,73.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,CEN,"Centralia, Illinois",1167,1000,50.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,CHM,"Champaign-Urbana, Illinois",13908,6330,43.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,DQN,"Du Quoin, Illinois",469,407,51.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,EFG,"Effingham, Illinois",1426,1200,41.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,GLM,"Gilman, Illinois",131,45,51.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,HMW,"Homewood, Illinois",104,22,40.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,KKI,"Kankakee, Illinois",542,128,51.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,MAT,"Mattoon, Illinois",2098,1525,42.0,
2022,4,State Supported,Illinois,Illini / Saluki,393,RTL,"Rantoul, Illinois",357,152,45.0,
2022,4,State Supported,Illinois,Lincoln Service,300,ALN,"Alton, Illinois",9,0,,
2022,4,State Supported,Illinois,Lincoln Service,300,BNL,"Bloomington-Normal, Illinois",192,62,32.0,
2022,4,State Supported,Illinois,Lincoln Service,300,CHI,"Chicago (Union Station), Illinois",10518,3368,42.0,
2022,4,State Supported,Illinois,Lincoln Service,300,JOL,"Joliet, Illinois",513,125,35.0,
2022,4,State Supported,Illinois,Lincoln Service,300,LCN,"Lincoln, Illinois",27,6,29.0,
2022,4,State Supported,Illinois,Lincoln Service,300,PON,"Pontiac, Illinois",47,21,35.0,
2022,4,State Supported,Illinois,Lincoln Service,300,SMT,"Summit, Illinois",213,93,40.0,
2022,4,State Supported,Illinois,Lincoln Service,300,SPI,"Springfield, Illinois",114,28,40.0,
2022,4,State Supported,Illinois,Lincoln Service,301,ALN,"Alton, Illinois",1354,544,40.0,
2022,4,State Supported,Illinois,Lincoln Service,301,BNL,"Bloomington-Normal, Illinois",3145,1073,41.0,
2022,4,State Supported,Illinois,Lincoln Service,301,JOL,"Joliet, Illinois",140,5,21.0,
2022,4,State Supported,Illinois,Lincoln Service,301,SPI,"Springfield, Illinois",2801,1016,42.0,
2022,4,State Supported,Illinois,Lincoln Service,301,STL,"St. Louis, Missouri",10079,3637,46.0,
2022,4,State Supported,Illinois,Lincoln Service,302,ALN,"Alton, Illinois",35,0,,
2022,4,State Supported,Illinois,Lincoln Service,302,BNL,"Bloomington-Normal, Illinois",865,224,36.0,
2022,4,State Supported,Illinois,Lincoln Service,302,CHI,"Chicago (Union Station), Illinois",19889,4300,49.0,
2022,4,State Supported,Illinois,Lincoln Service,302,CRV,"Carlinville, Illinois",19,2,26.0,
2022,4,State Supported,Illinois,Lincoln Service,302,DWT,"Dwight, Illinois",95,27,32.0,
2022,4,State Supported,Illinois,Lincoln Service,302,JOL,"Joliet, Illinois",1122,149,56.0,
2022,4,State Supported,Illinois,Lincoln Service,302,LCN,"Lincoln, Illinois",107,11,26.0,
2022,4,State Supported,Illinois,Lincoln Service,302,PON,"Pontiac, Illinois",85,33,27.0,
2022,4,State Supported,Illinois,Lincoln Service,302,SMT,"Summit, Illinois",460,125,38.0,
2022,4,State Supported,Illinois,Lincoln Service,302,SPI,"Springfield, Illinois",509,42,28.0,
2022,4,State Supported,Illinois,Lincoln Service,305,ALN,"Alton, Illinois",1145,638,56.0,
2022,4,State Supported,Illinois,Lincoln Service,305,BNL,"Bloomington-Normal, Illinois",3993,2010,57.0,
2022,4,State Supported,Illinois,Lincoln Service,305,CRV,"Carlinville, Illinois",269,138,52.0,
2022,4,State Supported,Illinois,Lincoln Service,305,DWT,"Dwight, Illinois",173,75,52.0,
2022,4,State Supported,Illinois,Lincoln Service,305,JOL,"Joliet, Illinois",214,78,31.0,
2022,4,State Supported,Illinois,Lincoln Service,305,LCN,"Lincoln, Illinois",246,166,51.0,
2022,4,State Supported,Illinois,Lincoln Service,305,PON,"Pontiac, Illinois",251,139,67.0,
2022,4,State Supported,Illinois,Lincoln Service,305,SMT,"Summit, Illinois",16,2,30.0,
2022,4,State Supported,Illinois,Lincoln Service,305,SPI,"Springfield, Illinois",2685,1714,49.0,
2022,4,State Supported,Illinois,Lincoln Service,305,STL,"St. Louis, Missouri",5334,2174,67.0,
2022,4,State Supported,Illinois,Lincoln Service,306,ALN,"Alton, Illinois",115,18,35.0,
2022,4,State Supported,Illinois,Lincoln Service,306,BNL,"Bloomington-Normal, Illinois",1252,491,35.0,
2022,4,State Supported,Illinois,Lincoln Service,306,CHI,"Chicago (Union Station), Illinois",10170,2305,52.0,
2022,4,State Supported,Illinois,Lincoln Service,306,CRV,"Carlinville, Illinois",76,24,25.0,
2022,4,State Supported,Illinois,Lincoln Service,306,JOL,"Joliet, Illinois",2047,603,45.0,
2022,4,State Supported,Illinois,Lincoln Service,306,LCN,"Lincoln, Illinois",137,30,41.0,
2022,4,State Supported,Illinois,Lincoln Service,306,PON,"Pontiac, Illinois",89,35,44.0,
2022,4,State Supported,Illinois,Lincoln Service,306,SMT,"Summit, Illinois",626,192,45.0,
2022,4,State Supported,Illinois,Lincoln Service,306,SPI,"Springfield, Illinois",1123,304,37.0,
2022,4,State Supported,Illinois,Lincoln Service,307,ALN,"Alton, Illinois",1395,621,59.0,
2022,4,State Supported,Illinois,Lincoln Service,307,BNL,"Bloomington-Normal, Illinois",6642,3677,46.0,
2022,4,State Supported,Illinois,Lincoln Service,307,JOL,"Joliet, Illinois",268,106,33.0,
2022,4,State Supported,Illinois,Lincoln Service,307,LCN,"Lincoln, Illinois",364,208,48.0,
2022,4,State Supported,Illinois,Lincoln Service,307,PON,"Pontiac, Illinois",540,262,47.0,
2022,4,State Supported,Illinois,Lincoln Service,307,SMT,"Summit, Illinois",37,17,37.0,
2022,4,State Supported,Illinois,Lincoln Service,307,SPI,"Springfield, Illinois",3421,1914,52.0,
2022,4,State Supported,Illinois,Lincoln Service,307,STL,"St. Louis, Missouri",5066,1861,55.0,
2022,4,State Supported,Keystone,Keystone,600,COT,"Coatesville, Pennsylvania",23,1,72.0,
2022,4,State Supported,Keystone,Keystone,600,DOW,"Downingtown, Pennsylvania",76,6,59.0,
2022,4,State Supported,Keystone,Keystone,600,ELT,"Elizabethtown, Pennsylvania",6,0,,
2022,4,State Supported,Keystone,Keystone,600,EXT,"Exton, Pennsylvania",121,2,55.0,
2022,4,State Supported,Keystone,Keystone,600,LNC,"Lancaster, Pennsylvania",232,3,67.0,
2022,4,State Supported,Keystone,Keystone,600,MID,"Middletown, Pennsylvania",14,0,,
2022,4,State Supported,Keystone,Keystone,600,MJY,"Mount Joy, Pennsylvania",17,0,,
2022,4,State Supported,Keystone,Keystone,600,NWK,"Newark (Penn Station), New Jersey",662,40,52.0,
2022,4,State Supported,Keystone,Keystone,600,NYP,"NY Moynihan Train Hall at Penn Station, New York",11701,899,50.0,
2022,4,State Supported,Keystone,Keystone,600,PAO,"Paoli, Pennsylvania",198,11,65.0,
2022,4,State Supported,Keystone,Keystone,600,PAR,"Parkesburg, Pennsylvania",50,1,69.0,
2022,4,State Supported,Keystone,Keystone,600,PHL,"Philadelphia (Gray 30th St Sta), Pennsylvania",6700,386,49.0,
2022,4,State Supported,Keystone,Keystone,600,TRE,"Trenton, New Jersey",192,6,60.0,
2022,4,State Supported,Keystone,Keystone,601,ARD,"Ardmore, Pennsylvania",3,0,,
2022,4,State Supported,Keystone,Keystone,601,COT,"Coatesville, Pennsylvania",7,0,,
2022,4,State Supported,Keystone,Keystone,601,DOW,"Downingtown, Pennsylvania",16,0,,
2022,4,State Supported,Keystone,Keystone,601,ELT,"Elizabethtown, Pennsylvania",114,0,,
2022,4,State Supported,Keystone,Keystone,601,EXT,"Exton, Pennsylvania",21,0,,
2022,4,State Supported,Keystone,Keystone,601,HAR,"Harrisburg, Pennsylvania",1596,0,,
2022,4,State Supported,Keystone,Keystone,601,LNC,"Lancaster, Pennsylvania",282,0,,
2022,4,State Supported,Keystone,Keystone,601,MID,"Middletown, Pennsylvania",136,0,,
2022,4,State Supported,Keystone,Keystone,601,MJY,"Mount Joy, Pennsylvania",45,0,,
2022,4,State Supported,Keystone,Keystone,601,PAO,"Paoli, Pennsylvania",26,0,,
2022,4,State Supported,Keystone,Keystone,601,PAR,"Parkesburg, Pennsylvania",12,0,,
2022,4,State Supported,Keystone,Keystone,605,ARD,"Ardmore, Pennsylvania",6,0,,
